Date,Número de pasajeros que salen de PR,Número de pasajeros que llegan a PR,Movimiento neto de pasajeros,Movimiento neto de pasajero últimos 12 meses,Número de pasajeros que salen de SJU,Número de pasajeros que salen de BQN,Número de pasajeros que salen de PSE,Número de pasajeros que salen de MAZ,Número de pasajeros que salen de HUC,Número de pasajeros que salen de ARE,Número de pasajeros que salen de VQS,Número de pasajeros que salen de SIG,Número de pasajeros que salen de NRR,Número de pasajeros que llegan a SJU,Número de pasajeros que llegan a BQN,Número de pasajeros que llegan a PSE,Número de pasajeros que llegan a MAZ,Número de pasajeros que llegan a CPX_D,Número de pasajeros que llegan a HUC,Número de pasajeros que llegan a ARE,Número de pasajeros que llegan a VQS,	Número de pasajeros que llegan a SIG,Número de pasajeros que llegan a NRR_D,DF_D,AF_D,DF_SJU_D,DF_BQN_D,DF_PSE_D,DF_MAZ_D,DF_CPX_D,DF_HUC_D,DF_ARE_D,DF_VQS_D,DF_SIG_D,DF_NRR_D,AF_SJU_D,AF_BQN_D,AF_PSE_D,AF_MAZ_D,AF_CPX_D,AF_HUC_D,AF_ARE_D,AF_VQS_D,AF_SIG_D,AF_NRR_D,Vuelos que despegan de PR,Vuelos que aterrizan en PR,Vuelos que despegan de SJU,Vuelos que despegan de BQN,Vuelos que despegan de PSE,Vuelos que despegan de MAZ,Vuelos que despegan de CPX,Vuelos que despegan de HUC,Vuelos que despegan de ARE,Vuelos que despegan de VQS,Vuelos que despegan de SIG,Vuelos que despegan de NRR,Vuelos que aterrizan en SJU,Vuelos que aterrizan en BQN,Vuelos que aterrizan en PSE,Vuelos que aterrizan en MAZ,Vuelos que aterrizan en Cpx,Vuelos que aterrizan en HUC,Vuelos que aterrizan en ARE,Vuelos que aterrizan en VQS,Vuelos que aterrizan en SIG,Vuelos que aterrizan en NRR,Vuelos que aterrizan en AA,Vuelos que aterrizan en Jetblue Airways,Pasajeros que salen de PR por medio de Continental Air Lines Inc.,Pasajeros que salen de PR por medio de US Airways Inc.,Pasajeros que salen de PR por medio de Spirit Air Lines,Pasajeros que llegan a PR por medio de American Airlines Inc.,Pasajeros que llegan a PR por medio de JetBlue Airways,Pasajeros que llegan a PR por medio de Continental Airlines Inc.,Pasajeros que llegan a PR por medio de US Airways Inc.,Pasajeros que llegan a PR por medio de Spirit Airlines,DF_FX_D,DF_5X_D,DF_WI_D,DF_ABX_D,DF_JW_D,DF_AA_D,AF_FX_D,AF_5X_D,AF_WI_D,AF_ABX_D,AF_JW_D,AF_AA_D,Vuelos que despegan de Cape Air,Vuelos que despegan de Jetblue Airways,Vuelos que despegan de American Airlines Inc,Vuelos que despegan de Vieques Air Link Inc,Vuelos que despegan de Executive Airlines,Vuelos que aterrizan de Cape Air,Vuelos que aterrizan de Jetblue Airways,Vuelos que aterrizan de American Airlines Inc,Vuelos que aterrizan de Vieques Air Link Inc,Vuelos que aterrizan de Executive Airlines
1996-03,363576,343882,19694,34707,348920,8694,3516,2446,0,0,0,0,0,0,330395,7980,3214,2152,0,0,0,0,0,0,9542590,10564441,9541918,672,0,0,0,0,0,0,0,0,10553641,10800,0,0,0,0,0,0,0,0,3644,3610,3254,93,153,144,0,0,0,0,0,0,3219,93,153,144,0,0,0,0,0,1,206175,0,10380,13897,0,193782,0,10220,13410,0,0,0,0,0,0,4508490,0,0,0,0,0,4508490,0,0,1229,0,0,0,0,1233,0,1485
1996-02,320769,324785,-4016,34515,307999,7921,2658,2191,0,0,0,0,0,0,311928,8062,2694,2101,0,0,0,0,0,0,10256825,11652001,8930354,1309716,0,0,0,0,0,0,16755,0,10223421,1428580,0,0,0,0,0,0,0,0,3297,3258,2927,98,140,131,0,0,0,0,1,0,2886,100,141,131,0,0,0,0,0,0,176677,0,10010,11166,0,181358,0,10400,11431,0,0,0,0,0,0,3763062,0,0,0,0,0,3763062,0,0,1123,0,0,0,0,1125,0,1292
1996-01,361125,337366,23759,31400,344889,9420,4383,2433,0,0,0,0,0,0,323705,7986,3485,2190,0,0,0,0,0,0,6839516,9157492,6839491,25,0,0,0,0,0,0,0,0,9152671,4821,0,0,0,0,0,0,0,0,3384,3357,3032,79,145,128,0,0,0,0,0,0,3006,78,145,128,0,0,0,0,0,0,198969,0,9918,11731,0,189530,0,9653,10756,0,0,0,0,0,0,2823094,0,0,0,0,0,2823094,0,0,1160,0,0,0,0,1162,0,1336
1995-12,321424,363621,-42197,44560,307776,8145,3481,2022,0,0,0,0,0,0,346175,10624,4937,1885,0,0,0,0,0,0,7401107,8846528,7375149,350,0,0,0,0,0,0,25608,0,8751642,5556,0,0,0,0,0,0,89330,0,3275,3251,2948,88,128,109,0,0,0,0,2,0,2923,89,128,109,0,0,0,0,2,0,178175,0,8984,9957,0,201221,0,10943,11486,0,0,0,0,0,0,3499139,0,0,0,0,0,3499139,0,0,1144,0,0,0,0,1154,0,1214
1995-11,278495,293791,-15296,35684,263874,10244,2819,1558,0,0,0,0,0,0,278531,10639,3005,1616,0,0,0,0,0,0,7677986,10482827,7527896,108565,0,0,0,0,0,0,41525,0,10262184,100231,0,0,0,0,0,0,120412,0,3004,2975,2678,117,116,91,0,0,0,0,2,0,2649,116,116,91,0,0,0,0,3,0,165908,0,8483,8091,0,175141,0,9283,8721,0,0,0,0,0,0,3667789,0,0,0,0,0,3667789,0,0,1048,0,0,0,0,1051,0,1126
1995-10,239245,242213,-2968,40719,226248,8400,2972,1625,0,0,0,0,0,0,228937,8632,2971,1673,0,0,0,0,0,0,10047079,11363535,9996842,2031,0,0,0,0,0,0,41806,6400,11246415,5771,0,0,0,0,0,0,111349,6400,2995,2987,2689,93,121,88,0,0,0,0,3,1,2682,93,121,88,0,0,0,0,3,0,140327,0,6567,7500,0,142248,0,6754,7628,0,0,0,0,0,0,5041288,0,0,0,0,0,5041288,0,0,994,0,0,0,0,991,0,1203
1995-09,220785,209449,11336,36988,205742,9442,4004,1571,0,0,0,0,0,26,195272,9115,3536,1466,0,0,0,0,0,26,9841638,10719912,9692910,135676,0,0,0,0,0,0,0,13052,10032789,194239,0,0,0,0,0,0,49410,13052,2501,2509,2231,87,100,75,0,0,0,0,0,8,2235,85,101,77,0,0,0,0,1,9,131593,0,5931,6218,0,126203,0,4841,6209,0,0,0,0,0,0,5147018,0,0,0,0,0,5147018,0,0,950,0,0,0,0,948,0,896
1995-08,376779,360324,16455,29225,351130,17081,6561,2007,0,0,0,0,0,0,335142,16818,6407,1957,0,0,0,0,0,0,8905061,10216038,8795952,61959,0,0,0,0,0,0,47150,0,10144392,8171,0,0,0,0,0,0,63475,0,3340,3315,2971,124,124,119,0,0,0,0,2,0,2949,122,124,118,0,0,0,0,2,0,231803,0,10813,10466,0,222006,0,10812,9797,0,0,0,0,0,0,5160942,0,0,0,0,0,5160942,0,0,1383,0,0,0,0,1382,0,1156
1995-07,408912,388063,20849,35996,380911,18911,6966,2124,0,0,0,0,0,0,361507,17927,6628,2001,0,0,0,0,0,0,8634391,11158775,7987346,647045,0,0,0,0,0,0,0,0,10665113,493662,0,0,0,0,0,0,0,0,3469,3442,3092,135,124,118,0,0,0,0,0,0,3068,132,124,118,0,0,0,0,0,0,252344,0,12600,12230,0,240729,0,11222,11177,0,0,0,0,0,0,4481857,0,0,0,0,0,4481857,0,0,1426,0,0,0,0,1424,0,1164
1995-06,313145,332269,-19124,25979,292055,14758,4391,1941,0,0,0,0,0,0,310009,15743,4498,2019,0,0,0,0,0,0,8723669,10601335,8721114,2555,0,0,0,0,0,0,0,0,10591692,9643,0,0,0,0,0,0,0,0,3254,3250,2892,127,120,115,0,0,0,0,0,0,2887,128,120,115,0,0,0,0,0,0,200807,0,8886,10707,0,210904,0,10907,11053,0,0,0,0,0,0,5708439,0,0,0,0,0,5708439,0,0,1306,0,0,0,0,1310,0,1132
1995-05,300877,287059,13818,38613,281016,13916,3923,2022,0,0,0,0,0,0,268462,13046,3689,1862,0,0,0,0,0,0,10701454,13441725,10675399,26055,0,0,0,0,0,0,0,0,13225600,216125,0,0,0,0,0,0,0,0,3310,3271,2943,125,124,118,0,0,0,0,0,0,2903,125,124,119,0,0,0,0,0,0,196082,0,9004,10543,0,188107,0,8934,9918,0,0,0,0,0,0,6118701,0,0,0,0,0,6118701,0,0,1278,0,0,0,0,1279,0,1163
1995-04,346977,334580,12397,39296,328695,12918,3239,2125,0,0,0,0,0,0,317182,12527,2964,1907,0,0,0,0,0,0,10801685,13530309,10648061,148124,0,0,0,0,0,0,5500,0,13188601,299994,0,0,0,0,0,0,41714,0,3710,3677,3352,122,96,139,0,0,0,0,1,0,3317,125,95,139,0,0,0,0,1,0,209246,0,10166,11059,0,203589,0,10166,10303,0,0,0,0,0,0,5612912,0,0,0,0,0,5612912,0,0,1359,0,0,0,0,1357,0,1385
1995-03,351529,332027,19502,39354,334409,11935,2779,2406,0,0,0,0,0,0,316583,10855,2649,1940,0,0,0,0,0,0,11941776,13532416,11399933,541843,0,0,0,0,0,0,0,0,12993340,539076,0,0,0,0,0,0,0,0,3975,3943,3608,129,92,146,0,0,0,0,0,0,3574,130,92,147,0,0,0,0,0,0,214367,0,10147,11635,0,200352,0,10138,11171,0,0,0,0,0,0,5569707,0,0,0,0,0,5569707,0,0,1451,0,0,0,0,1454,0,1503
1995-02,305859,312990,-7131,40014,290225,10499,2528,2399,0,0,0,0,0,208,297533,10649,2552,2048,0,0,0,0,0,208,7447884,9551239,7445117,2767,0,0,0,0,0,0,0,0,9541973,9264,0,2,0,0,0,0,0,0,3537,3514,3211,110,82,133,0,0,0,0,0,1,3188,110,82,133,0,0,0,0,0,1,180295,0,9027,9552,0,184851,0,9540,10012,0,0,0,0,0,0,4639257,0,0,0,0,0,4639257,0,0,1294,0,0,0,0,1296,0,1371
1995-01,381845,344926,36919,39758,356983,17616,4240,3006,0,0,0,0,0,0,323867,15174,3427,2458,0,0,0,0,0,0,7246520,9063828,6944751,301769,0,0,0,0,0,0,0,0,8685843,377985,0,0,0,0,0,0,0,0,3821,3783,3397,160,108,156,0,0,0,0,0,0,3360,159,108,156,0,0,0,0,0,0,220473,0,10217,9835,0,204366,0,9484,9277,0,0,0,0,0,0,3737206,0,0,0,0,0,3737206,0,0,1390,0,0,0,0,1390,0,1400
1994-12,328142,379215,-51073,32550,307526,14239,3487,2753,0,0,0,0,0,137,354587,17458,4467,2703,0,0,0,0,0,137,8651694,10542271,8235053,416641,0,0,0,0,0,0,0,0,10057513,484758,0,0,0,0,0,0,0,0,3674,3658,3218,177,123,155,0,0,0,0,0,1,3203,176,124,155,0,0,0,0,0,0,193586,0,3244,7588,0,218653,0,6489,8707,0,0,0,0,0,0,4430501,0,0,0,0,0,4430501,0,0,1331,0,0,0,0,1335,0,1298
1994-11,295652,305913,-10261,38089,279590,9630,3804,2628,0,0,0,0,0,0,288428,10814,4138,2533,0,0,0,0,0,0,8418677,10187018,8417811,866,0,0,0,0,0,0,0,0,10178999,7819,200,0,0,0,0,0,0,0,3144,3116,2786,110,100,148,0,0,0,0,0,0,2757,110,101,148,0,0,0,0,0,0,186244,0,0,7448,0,193309,0,0,7845,0,0,0,0,0,0,4632769,0,0,0,0,0,4632769,0,0,1165,0,0,0,0,1166,0,1174
1994-10,263392,270091,-6699,34386,247316,8010,5522,2544,0,0,0,0,0,0,253874,8217,5679,2321,0,0,0,0,0,0,9834616,11480221,8585695,1248556,365,0,0,0,0,0,0,0,10072706,1405935,1580,0,0,0,0,0,0,0,3133,3124,2710,134,141,147,0,0,0,0,0,1,2701,135,140,147,0,0,0,0,0,1,168133,0,0,6565,0,175669,0,0,7130,0,0,0,0,0,0,5448633,0,0,0,0,0,5448633,0,0,1205,0,0,0,0,1206,0,1138
1994-09,248052,244479,3573,31628,227801,10692,7185,2374,0,0,0,0,0,0,225087,10138,6719,2227,0,0,0,0,0,0,9053690,10659904,8144748,908942,0,0,0,0,0,0,0,0,9752948,904906,2050,0,0,0,0,0,0,0,3077,3068,2660,135,137,144,0,0,0,0,0,1,2648,134,138,145,0,0,0,0,0,3,157823,0,0,4617,0,157726,0,0,4892,0,0,0,0,0,0,5543693,0,0,0,0,0,5543693,0,0,1194,0,0,0,0,1194,0,1137
1994-08,371377,348151,23226,41616,344836,17322,6386,2833,0,0,0,0,0,0,323865,16062,5669,2555,0,0,0,0,0,0,8113081,10231507,8044162,68919,0,0,0,0,0,0,0,0,10115679,114091,1737,0,0,0,0,0,0,0,3514,3496,3145,126,93,150,0,0,0,0,0,0,3128,125,93,150,0,0,0,0,0,0,234102,0,0,7315,0,217177,0,0,6977,0,0,0,0,0,0,5459130,0,0,0,0,0,5459130,0,0,1420,0,0,0,0,1416,0,1305
1994-07,394176,383344,10832,36127,366122,18613,6334,3107,0,0,0,0,0,0,354641,19725,6349,2629,0,0,0,0,0,0,6710498,9626273,6699581,10917,0,0,0,0,0,0,0,0,9446123,99409,870,0,0,0,0,0,0,0,3546,3529,3173,129,92,152,0,0,0,0,0,0,3154,129,93,152,0,0,0,0,0,1,245730,0,0,8169,0,238594,0,0,7940,0,0,0,0,0,0,4468061,0,0,0,0,0,4468061,0,0,1418,0,0,0,0,1418,0,1314
1994-06,284287,290777,-6490,11804,261410,16788,3656,2433,0,0,0,0,0,0,267736,17640,3113,2288,0,0,0,0,0,0,8414915,10770097,8086713,328202,0,0,0,0,0,0,0,0,9827629,942468,0,0,0,0,0,0,0,0,3219,3205,2854,147,86,132,0,0,0,0,0,0,2841,146,86,132,0,0,0,0,0,0,178785,0,0,7635,0,183448,0,73,7641,0,0,0,0,0,0,5798754,0,0,0,0,0,5798754,0,0,1278,0,0,0,0,1280,0,1180
1994-05,286946,272445,14501,23026,266405,14665,3528,2348,0,0,0,0,0,0,253847,13626,2826,2146,0,0,0,0,0,0,8701211,11052676,7774319,926892,0,0,0,0,0,0,0,0,9731064,1321612,0,0,0,0,0,0,0,0,3272,3242,2915,142,92,123,0,0,0,0,0,0,2885,142,92,123,0,0,0,0,0,0,180620,0,0,9149,0,170991,0,0,8873,0,0,0,0,0,0,5332689,0,0,0,0,0,5332689,0,0,1262,0,0,0,0,1260,0,1223
1994-04,315718,303263,12455,26984,297662,12892,3130,2034,0,0,0,0,0,0,286848,11847,2575,1984,0,0,0,0,0,0,7180419,10699787,7180261,158,0,0,0,0,0,0,0,0,10372546,327241,0,0,0,0,0,0,0,0,3184,3155,2849,122,89,123,0,0,0,0,0,1,2817,124,89,124,0,0,0,0,0,1,189518,0,0,10423,0,181476,0,0,9760,0,0,0,0,0,0,4793400,0,0,0,0,0,4793400,0,0,1239,0,0,0,0,1235,0,1144
1994-03,351051,330889,20162,15375,333885,10480,4132,2554,0,0,0,0,0,0,315243,11081,2206,2359,0,0,0,0,0,0,8886392,12351608,8746261,140131,0,0,0,0,0,0,0,0,12198978,152630,0,0,0,0,0,0,0,0,3548,3520,3157,126,112,152,0,0,0,0,0,1,3130,126,112,152,0,0,0,0,0,0,217576,0,0,11604,0,203068,0,0,10693,0,0,0,0,0,0,5313842,0,0,0,0,0,5313842,0,0,1374,0,0,0,0,1374,0,1303
1994-02,296975,304362,-7387,11132,280984,9707,4093,2191,0,0,0,0,0,0,288564,9841,3733,2224,0,0,0,0,0,0,8483875,11211647,8483860,15,0,0,0,0,0,0,0,0,11203121,8526,0,0,0,0,0,0,0,0,3150,3132,2808,106,99,137,0,0,0,0,0,0,2792,106,98,136,0,0,0,0,0,0,182017,0,0,9885,0,188094,0,0,10125,0,0,0,0,0,0,5100293,0,0,0,0,0,5100293,0,0,1206,0,0,0,0,1206,0,1148
1994-01,361076,331365,29711,12118,340100,11872,6525,2579,0,0,0,0,0,0,314504,9908,4357,2596,0,0,0,0,0,0,7167935,9950914,7167741,174,20,0,0,0,0,0,0,0,9853515,96425,974,0,0,0,0,0,0,0,3402,3385,3030,110,109,153,0,0,0,0,0,0,3014,109,109,153,0,0,0,0,0,0,217631,0,0,11232,0,208220,0,0,10206,0,0,0,0,0,0,4839687,0,0,0,0,0,4839687,0,0,1341,0,0,0,0,1346,0,1222
1993-12,309428,354962,-45534,30146,293031,10375,3670,2352,0,0,0,0,0,0,334407,12823,5170,2562,0,0,0,0,0,0,7493771,9145541,7439604,54167,0,0,0,0,0,0,0,0,8962819,181632,1090,0,0,0,0,0,0,0,3211,3218,2856,109,101,145,0,0,0,0,0,0,2861,110,102,145,0,0,0,0,0,0,199321,0,0,9038,0,224772,0,0,10678,0,0,0,0,0,0,5790272,0,0,0,0,0,5790272,0,0,1433,0,0,0,0,1437,0,1013
1993-11,273893,287857,-13964,18511,259844,9473,2252,2324,0,0,0,0,0,0,273443,9602,2451,2361,0,0,0,0,0,0,6895955,9346899,6866493,29462,0,0,0,0,0,0,0,0,9033361,313538,0,0,0,0,0,0,0,0,3049,3044,2704,116,89,139,0,0,0,0,1,0,2701,115,89,138,0,0,0,0,1,0,161464,0,0,10244,0,172039,0,0,11279,0,0,0,0,0,0,5417202,0,0,0,0,0,5417202,0,0,1312,0,0,0,0,1311,0,1001
1993-10,230897,240354,-9457,24776,216424,9818,2441,2214,0,0,0,0,0,0,225974,9910,2290,2180,0,0,0,0,0,0,8170785,8985614,8117660,53115,10,0,0,0,0,0,0,0,8976429,7985,1200,0,0,0,0,0,0,0,3012,3009,2651,125,92,144,0,0,0,0,0,0,2646,126,92,145,0,0,0,0,0,0,157665,0,0,4949,0,167492,0,0,5636,0,0,0,0,0,0,6806709,0,0,0,0,0,6806709,0,0,1376,0,0,0,0,1376,0,1033
1993-09,237346,223785,13561,23150,220214,10574,3955,2603,0,0,0,0,0,0,207526,10327,3367,2565,0,0,0,0,0,0,8268588,8751370,8243444,23344,1800,0,0,0,0,0,0,0,8466590,282910,1870,0,0,0,0,0,0,0,3058,3040,2691,117,101,149,0,0,0,0,0,0,2673,119,100,148,0,0,0,0,0,0,157905,0,0,5551,0,151835,0,0,5048,0,0,0,0,0,0,6618680,0,0,0,0,0,6618680,0,0,1407,0,0,0,0,1400,0,1053
1993-08,339846,322109,17737,29041,319678,11176,6291,2701,0,0,0,0,0,0,302670,10460,6163,2816,0,0,0,0,0,0,7156402,10308540,7033218,123184,0,0,0,0,0,0,0,0,9869757,437073,1710,0,0,0,0,0,0,0,3347,3337,2978,99,119,151,0,0,0,0,0,0,2968,99,119,151,0,0,0,0,0,0,224136,0,0,9096,0,213903,0,0,9061,0,0,0,0,0,0,5778740,0,0,0,0,0,5778740,0,0,1563,0,0,0,0,1562,0,1075
1993-07,348482,361973,-13491,37280,326327,11815,7421,2919,0,0,0,0,0,0,338412,12531,8075,2955,0,0,0,0,0,0,8434439,12102782,6105462,2328977,0,0,0,0,0,0,0,0,9098453,3004329,0,0,0,0,0,0,0,0,3236,3234,2824,135,123,154,0,0,0,0,0,0,2820,136,124,154,0,0,0,0,0,0,231166,0,0,9493,0,241394,0,0,9699,0,0,0,0,0,0,4985637,0,0,0,0,0,4985637,0,0,1577,0,0,0,0,1576,0,881
1993-06,291289,286557,4732,24218,270032,12137,6539,2581,0,0,0,0,0,0,266199,11913,6115,2330,0,0,0,0,0,0,7001076,9061590,6947823,53253,0,0,0,0,0,0,0,0,8795220,264569,1801,0,0,0,0,0,0,0,2909,2912,2566,105,119,119,0,0,0,0,0,0,2569,104,120,119,0,0,0,0,0,0,193079,0,0,8085,0,189556,0,0,8126,0,0,0,0,0,0,5758317,0,0,0,0,0,5758317,0,0,1518,0,0,0,0,1522,0,741
1993-05,286646,268187,18459,16472,265369,13421,5249,2589,0,0,0,0,0,18,248567,12487,4721,2394,0,0,0,0,0,18,6986989,9717806,6966676,20313,0,0,0,0,0,0,0,0,9114894,602112,800,0,0,0,0,0,0,0,2912,2914,2538,131,119,122,0,0,0,0,0,2,2540,131,120,122,0,0,0,0,0,1,186993,0,0,7898,0,174661,0,0,7550,0,0,0,0,0,0,5587611,0,0,0,0,0,5587611,0,0,1470,0,0,0,0,1473,0,781
1993-04,301537,300691,846,27373,281623,12626,4984,2304,0,0,0,0,0,0,282141,12089,4319,2142,0,0,0,0,0,0,8407252,11024157,7507356,899754,142,0,0,0,0,0,0,0,9379601,1644256,300,0,0,0,0,0,0,0,2799,2815,2423,140,117,119,0,0,0,0,0,0,2438,141,117,119,0,0,0,0,0,0,197513,0,0,7388,0,200022,0,0,7306,0,0,0,0,0,0,5882067,0,0,0,0,0,5882067,0,0,1420,0,0,0,0,1430,0,766
1993-03,307439,291520,15919,26150,289146,11606,4523,2164,0,0,0,0,0,0,272117,10725,6542,2136,0,0,0,0,0,0,8367238,9954332,8358101,9137,0,0,0,0,0,0,0,0,9621602,330815,1915,0,0,0,0,0,0,0,2771,2812,2411,123,115,118,0,0,0,0,0,4,2429,124,136,123,0,0,0,0,0,0,205237,0,0,7424,0,191322,0,0,7092,0,0,0,0,0,0,6566884,0,0,0,0,0,6566884,0,0,1436,0,0,0,0,1443,0,751
1993-02,281480,287881,-6401,33222,265615,10071,3660,2134,0,0,0,0,0,0,272540,9908,3338,2095,0,0,0,0,0,0,6928263,8809989,6916663,11600,0,0,0,0,0,0,0,0,8550635,258754,600,0,0,0,0,0,0,0,2592,2594,2265,114,105,108,0,0,0,0,0,0,2266,114,105,109,0,0,0,0,0,0,183334,0,0,7094,0,189194,0,0,7341,0,0,0,0,0,0,5236455,0,0,0,0,0,5236455,0,0,1315,0,0,0,0,1320,0,711
1993-01,347564,299825,47739,35080,328311,10753,5997,2503,0,0,0,0,0,0,284232,8905,4389,2299,0,0,0,0,0,0,6566191,8046738,6558491,7700,0,0,0,0,0,0,0,0,7959238,86900,600,0,0,0,0,0,0,0,2955,2947,2604,106,122,123,0,0,0,0,0,0,2596,106,122,123,0,0,0,0,0,0,220104,0,0,8352,0,192538,0,0,7373,0,0,0,0,0,0,4967855,0,0,0,0,0,4967855,0,0,1405,0,0,0,0,1404,0,872
1992-12,292522,349691,-57169,21594,277717,7206,4838,2761,0,0,0,0,0,0,331148,9121,5961,3461,0,0,0,0,0,0,7209640,8140743,7208690,950,0,0,0,0,0,0,0,0,8063683,73975,3085,0,0,0,0,0,0,0,3164,3178,2752,76,123,213,0,0,0,0,0,0,2765,76,123,214,0,0,0,0,0,0,193526,0,153,5811,0,228664,0,153,7774,0,0,0,0,0,0,5193677,0,0,0,0,0,5193677,0,0,1397,0,0,0,0,1405,0,1112
1992-11,282338,290037,-7699,33783,268863,7534,3461,2480,0,0,0,0,0,0,276191,7849,3292,2705,0,0,0,0,0,0,6554169,9266367,6288195,265974,0,0,0,0,0,0,0,0,9084356,182011,0,0,0,0,0,0,0,0,3106,3113,2655,93,119,239,0,0,0,0,0,0,2660,93,120,240,0,0,0,0,0,0,191866,0,771,6145,0,197591,0,771,7153,0,0,0,0,0,0,4791163,0,0,0,0,0,4791163,0,0,1313,0,0,0,0,1317,0,1188
1992-10,239427,250510,-11083,28217,227996,6768,1918,2745,0,0,0,0,0,0,238410,7359,2060,2681,0,0,0,0,0,0,7931215,10133186,7921228,9987,0,0,0,0,0,0,0,0,9962795,170391,0,0,0,0,0,0,0,0,3320,3319,2797,94,93,336,0,0,0,0,0,0,2795,95,92,337,0,0,0,0,0,0,164711,0,1028,5515,0,173750,0,1028,6102,0,0,0,0,0,0,6246865,0,0,0,0,0,6246865,0,0,1332,0,0,0,0,1330,0,1378
1992-09,230717,211265,19452,33524,217416,7872,2838,2591,0,0,0,0,0,0,199155,7209,2338,2563,0,0,0,0,0,0,8440836,9408392,8440836,0,0,0,0,0,0,0,0,0,9238149,170243,0,0,0,0,0,0,0,0,3210,3209,2719,87,90,314,0,0,0,0,0,0,2718,87,90,314,0,0,0,0,0,0,154276,0,1028,4564,0,142576,0,1028,4323,0,0,0,0,0,0,6341037,0,0,0,0,0,6341037,0,0,1286,0,0,0,0,1283,0,1327
1992-08,330594,304618,25976,30610,315452,7786,4514,2842,0,0,0,0,0,0,289827,7545,4385,2861,0,0,0,0,0,0,7085330,9026560,7070293,15000,37,0,0,0,0,0,0,0,8771878,254667,15,0,0,0,0,0,0,0,3429,3428,2970,70,91,298,0,0,0,0,0,0,2967,72,91,298,0,0,0,0,0,0,210132,0,1330,7609,0,191775,0,1330,6729,0,0,0,0,0,0,5108180,0,0,0,0,0,5108180,0,0,1361,0,0,0,0,1361,0,1372
1992-07,330312,356865,-26553,29599,313593,8761,4836,3122,0,0,0,0,0,0,338584,9541,5536,3204,0,0,0,0,0,0,6164811,9180931,6144809,19997,0,5,0,0,0,0,0,0,8582554,598377,0,0,0,0,0,0,0,0,3495,3505,3028,75,93,299,0,0,0,0,0,0,3035,76,94,300,0,0,0,0,0,0,200075,0,1038,8230,0,218719,0,1038,7701,0,0,0,0,0,0,4505220,0,0,0,0,0,4505220,0,0,1385,0,0,0,0,1386,0,1382
1992-06,297762,300776,-3014,39890,282410,8600,3647,3105,0,0,0,0,0,0,285921,8316,3367,3172,0,0,0,0,0,0,6950707,8685428,6753991,196716,0,0,0,0,0,0,0,0,8192323,493105,0,0,0,0,0,0,0,0,3256,3247,2796,81,98,281,0,0,0,0,0,0,2795,72,98,282,0,0,0,0,0,0,187572,0,1058,8159,0,190939,0,1058,8320,0,0,0,0,0,0,4735506,0,0,0,0,0,4735506,0,0,1272,0,0,0,0,1277,0,1319
1992-05,294037,264677,29360,39215,278346,9546,2184,3961,0,0,0,0,0,0,250589,8404,1972,3712,0,0,0,0,0,0,6999528,8757294,6978536,20992,0,0,0,0,0,0,0,0,8240224,517070,0,0,0,0,0,0,0,0,3630,3627,3025,104,117,384,0,0,0,0,0,0,3024,104,116,383,0,0,0,0,0,0,177356,0,1300,8943,0,156677,0,1300,7973,0,0,0,0,0,0,5578012,0,0,0,0,0,5578012,0,0,1208,0,0,0,0,1213,0,1697
1992-04,274977,275354,-377,30953,260369,8986,2065,3448,0,0,0,0,0,109,261373,8635,2048,3298,0,0,0,0,0,109,6903090,8504232,6888827,11850,100,9,0,0,0,0,0,2304,7918571,510934,0,0,0,0,0,0,0,2304,3564,3563,2972,91,119,380,0,0,0,0,0,2,2966,96,119,381,0,0,0,0,0,1,160112,0,2071,9492,0,161499,0,2071,9885,0,0,0,0,0,0,5326065,0,0,0,0,0,5326065,0,0,1174,0,0,0,0,1176,0,1692
1992-03,286877,263886,22991,44573,272190,8931,2029,3727,0,0,0,0,0,0,250280,8320,1837,3449,0,0,0,0,0,0,8932717,9305521,8932579,100,38,0,0,0,0,0,0,0,8766300,539221,0,0,0,0,0,0,0,0,3646,3642,3056,93,121,376,0,0,0,0,0,0,3042,99,121,380,0,0,0,0,0,0,166412,0,2305,9960,0,149621,0,2305,9044,0,0,0,0,0,0,6597786,0,0,0,0,0,6597786,0,0,1193,0,0,0,0,1193,0,1729
1992-02,270500,275043,-4543,25741,256912,8047,2007,3534,0,0,0,0,0,0,261986,7690,1814,3553,0,0,0,0,0,0,8133536,8184187,8133300,0,236,0,0,0,0,0,0,0,8013958,170229,0,0,0,0,0,0,0,0,3441,3441,2883,87,112,359,0,0,0,0,0,0,2881,89,112,359,0,0,0,0,0,0,155247,0,2313,9756,0,159139,0,2313,10376,0,0,0,0,0,0,6042703,0,0,0,0,0,6042703,0,0,1131,0,0,0,0,1137,0,1645
1992-01,311073,276820,34253,28205,295010,8230,3382,4451,0,0,0,0,0,0,263075,7319,2614,3812,0,0,0,0,0,0,6194356,7753193,6194021,110,225,0,0,0,0,0,0,0,7752829,230,134,0,0,0,0,0,0,0,3657,3650,3060,83,121,393,0,0,0,0,0,0,3052,84,121,393,0,0,0,0,0,0,185109,0,2186,9933,0,161809,0,2186,8748,0,0,0,0,0,0,4633640,0,0,0,0,0,4633640,0,0,1223,0,0,0,0,1221,0,1778
